ccode,cname,ccodealp,ccodecow,ccodewb,version,ajr_settmort,al_ethnic,al_language,al_religion,atop_ally,atop_number,bci_bci,bi_total,bicc_gmi,biu_offrel,bs_h,bs_lma,bs_pp,bs_scnd,bti_aar,bti_acp,bti_aod,bti_cdi,bti_ci,bti_cps,bti_cr,bti_ds,bti_eo,bti_eos,bti_ep,bti_ffe,bti_foe,bti_ij,bti_mes,bti_muf,bti_pdi,bti_pp,bti_prp,bti_ps,bti_rol,bti_sdi,bti_seb,bti_sel,bti_sop,bti_ssn,bti_su,bti_wr,cai_cai2,ccp_cc,ccp_childwrk,ccp_equal,ccp_freerel,ccp_slave,ccp_strike,cpds_enps,cpds_enpv,cpds_la,cpds_lall,cpds_lcom,cpds_lcon,cpds_le,cpds_lfe,cpds_lg,cpds_ll,cpds_lls,cpds_lmo,cpds_lnl,cpds_lo,cpds_lp,cpds_lpc,cpds_lpen,cpds_lper,cpds_lr,cpds_lreg,cpds_lrel,cpds_ls,cpds_tg,cpds_vt,cses_pc,cses_sd,cspf_sfi,dpi_cemo,dpi_checks,dpi_cl,dpi_dhondt,dpi_gf,dpi_gprlc1,dpi_gpvs1,dpi_gvs,dpi_plurality,dpi_polariz,dpi_pr,dpi_pvfr,dpi_system,dpi_tf,dpi_thresh,dpi_vslop1,dr_eg,dr_ig,dr_pg,dr_sg,ef_ef,epi_access,epi_acsat,epi_eh,epi_ehair,epi_eheh,epi_ehwater,epi_epi,epi_evbh,epi_evclimate,epi_evwater,epi_pm25,epi_wastecxn,epi_watsup,ess_happy,ess_health,ess_relig,ess_trlegal,ess_trparl,ess_trpart,ess_trpeople,ess_trpolice,ess_trpolit,ffp_ext,ffp_fsi,ffp_hf,ffp_hr,ffp_ps,ffp_ref,ffp_sec,ffp_sl,ffp_ued,fh_aor,fh_cl,fh_ep,fh_feb,fh_fog,fh_ipolity2,fh_pair,fh_pr,fh_rol,fh_status,fhn_fotnsc,fhn_fotnst,fhp_score5,fhp_status5,fi_ftradeint,fi_index,gcb_br,gcb_fcwell,gcb_orcag,gcb_pcbmost,gcb_pcjmost,gcb_pclgcmost,gcb_pclmost,gcb_pcori,gcb_pcpmost,gcb_pcpolmost,gcb_pcrmost,gcb_pctaxmost,gcb_pfcaag,gcb_sarcag,gcb_wsdag,gd_ptsa,gd_ptsh,gii_gii,gol_enep,gol_est,gol_est_spec,gol_pr,h_j,hf_efiscore,hf_financ,hf_invest,hf_labor,hf_prights,ht_colonial,ht_region,ht_regtype,ht_regtype1,iaep_bp,iaep_cc,iaep_epmf,iaep_es,iaep_osp,iaep_ufs,ibp_obi,icrg_qog,ideavt_legvt,ideavt_presvt,ihme_lifexp_allt,iiag_be,iiag_edu,iiag_gov,iiag_hd,iiag_he,iiag_inf,iiag_ns,iiag_phr,iiag_rol,iiag_srol,iiag_wel,ipi_tradeopen,ipu_l_sw,ipu_u_sw,lis_gini,lp_lat_abst,lp_legor,mad_gdppc,mad_gdppc1900,nelda_mbbe,nelda_mtop,nelda_oa,nelda_rpae,nunn_desert,nunn_dist_coast,nunn_tropical,ohi_ohi,p_durable,p_polity2,pei_eir,pei_peii,pwt_hci,pwt_pop,qs_closed,qs_impar,qs_proff,ross_gas_value_2014,ross_oil_value_2014,rsf_pfi,sgi_ec,sgi_ecbg,sgi_ecec,sgi_eclm,sgi_ectx,sgi_en,sgi_enen,sgi_enge,sgi_qd,sgi_qdep,sgi_so,sgi_soed,sgi_sofa,sgi_sogi,sgi_sohe,sgi_soin,sgi_sope,sgi_sosi,sgi_sosl,ti_cpi,top_top10_income_share,top_top1_income_share,undp_hdi,van_index,vdem_corr,vdem_delibdem,vdem_egaldem,vdem_gender,vdem_libdem,vdem_mecorrpt,vdem_partipdem,vdem_polyarchy,vi_rsg,vi_rsm,vi_udr,vi_wcoord,voh_gti,wbgi_cce,wbgi_gee,wbgi_pve,wbgi_rle,wdi_acel,wdi_acelr,wdi_acelu,wdi_afp,wdi_agedr,wdi_ane,wdi_araland,wdi_area,wdi_armexp,wdi_armimp,wdi_birth,wdi_bribfirm,wdi_broadb,wdi_busden,wdi_co2,wdi_death,wdi_debt,wdi_eduprp,wdi_eduprs,wdi_elerenew,wdi_elprodcoal,wdi_elprodgas,wdi_elprodhyd,wdi_elprodnuc,wdi_elprodoil,wdi_emp,wdi_empagr,wdi_empagrf,wdi_empagrm,wdi_empch,wdi_empind,wdi_empindf,wdi_empindm,wdi_empser,wdi_empserf,wdi_empserm,wdi_eneimp,wdi_eodb,wdi_expedu,wdi_expeduge,wdi_expedup,wdi_expedus,wdi_expedut,wdi_expmil,wdi_fdiin,wdi_fdiout,wdi_fertility,wdi_firftopm,wdi_firgifttax,wdi_forest,wdi_fossil,wdi_gdpagr,wdi_gdpcapcon2010,wdi_gdpcappppcon2011,wdi_gdpind,wdi_gerp,wdi_gerpp,wdi_gers,wdi_gert,wdi_gini,wdi_homicides,wdi_idpdis,wdi_idpvc,wdi_idpvp,wdi_imig,wdi_infpay,wdi_internet,wdi_lfpf,wdi_lifexp,wdi_lifexpf,wdi_lifexpm,wdi_litrad,wdi_litradf,wdi_litradm,wdi_litry,wdi_migration,wdi_nerp,wdi_ners,wdi_peacekeep,wdi_pop,wdi_pop14,wdi_pop1564,wdi_pop65,wdi_popden,wdi_poprul,wdi_popurb,wdi_povgap190,wdi_povgapnpl,wdi_povgaprur,wdi_povgapurb,wdi_refasy,wdi_refori,wdi_semp,wdi_smokf,wdi_smokm,wdi_spr,wdi_tacpsr,wdi_taxrev,wdi_tele,wdi_trade,wdi_unempfilo,wdi_unempilo,wdi_unempmilo,wdi_unempyfilo,wdi_unempyilo,wdi_unempymilo,wdi_wip,wel_cwi,who_halet,who_sanittot,whr_hap,wvs_confaf,wvs_confch,wvs_confcs,wvs_confgov,wvs_confjs,wvs_conflu,wvs_confpar,wvs_confpol,wvs_confpp,wvs_confpr,wvs_conftv,wvs_demimp,wvs_democ,wvs_godbel,wvs_hap,wvs_imprel,wvs_pmi12,wvs_psarmy,wvs_psdem,wvs_psexp,wvs_pssl,wvs_relacc,wvs_satfin,wvs_subh,wvs_trust
4,"Afghanistan","AFG",700,4,"QoGBasCSJan19",4.5400982,.7693445682525635,.6141461730003357,.2716839015483856,1,1,63.170513,41,588.3499755859375,2,,,,,4,3,,3,9,5,2,3.016666650772095,2,4,4,3,4,3,2.892857074737549,3,3,3.5,3,2,2.5,3,1,1,3,2,2.5,2,.0099999997764826,1,1,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,,,0,,,0,0,1,,0,56.400002,0,,,0,30.363699,38.658775,47.586689,34.402172,.77226007,70.54000091552734,52.02999877929688,52.65000152587891,69.12000274658203,49.54000091552734,39.29999923706055,39.52999877929688,20.25,,0,100,0,18.46999931335449,,,,,,,,,,9.899999618530273,107.9000015258789,8.399999618530273,8.699999809265137,9.600000381469727,9.5,10,9.100000381469727,7.5,4,6,2,6,2,3.0833333,2,6,2,3,,,62,3,,,,,,,,,,,,,,,,,,5,5,.417,,,,,0,48.90000152587891,0,55,67.5,12.60000038146973,0,8,1,4,0,1,0,3,0,1,42,,,38.90000152587891,57.842533,,,,,,,,,,,,,27.70000076293945,27.5,,.366666704416275,2,1928,,,,,,4.355736255645752,.9224445223808289,0,,1,-1,2.333333253860474,,,,,2.21,2.7,21474898,0,37.75,,,,,,,,,,,,,,,,,,,,11,,,.493,14,.852535605430603,.3392280638217926,.1969023942947388,.5227237343788147,.2479002177715302,2.537348031997681,.1775575429201126,.3748432993888855,,,,,9.444999694824219,-1.3419701,-1.3229887,-2.5712218,-1.5040452,71.5,64.19999694824219,92.5,3.166264057159424,88.76873016357422,,11.89382076263428,652860,,116000000,33.97999954223633,46.79999923706055,.0209476426243782,.1667470186948776,.2994450032711029,6.923999786376953,,3.465290069580078,2.67372989654541,86.05010986328125,,,,,,1.264000058174133,61.13199996948242,72.41000366210938,58.99700164794922,,6.723999977111816,5.658999919891357,6.925000190734863,32.14500045776367,21.93199920654297,34.07699966430664,,183,3.242019891738892,12.50899982452393,56.69549179077148,24.35630035400391,15.95378971099854,.9934546947479248,.8802584409713745,-.0069479220546782,4.802000045776367,4.699999809265137,34,2.067824602127075,,20.54696655273438,620.0565185546875,1809.016479492188,22.03047180175781,107.2253570556641,,53.93027114868164,8.475700378417969,,6.345905780792236,71000,335000,1174000,1.175546884536743,39.29999923706055,8.260000228881836,16.75191688537598,63.28799819946289,64.61299896240234,62.04600143432617,,,,,-299999,,47.37321090698242,15,33736496,44.531982421875,52.97487640380859,2.493139982223511,51.67493057250977,75.19699859619141,24.80299949645996,,,,,257554,2666305,67.06999969482422,,,2.5,2,7.553268909454346,.3260564208030701,55.80373382568359,13.43200016021729,8.86400032043457,7.945000171661377,22.47900009155273,18.08699989318848,16.91600036621094,27.70000076293945,,53.20000076293945,39,3.982854604721069,,,,,,,,,,,,,,,,,,,,,,,,,
8,"Albania","ALB",339,8,"QoGBasCSJan19",,.2204259932041168,.0399248003959656,.4718515872955322,1,7,54.64883,137,373.1199951171875,0,,,,,8,5,8,8,3,7.5,8,6.949999809265137,6,6,6,7,7,4,6.464285850524902,10,6,7.25,7,6,5,7,5,5,4,7,5,6.5,1,2,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3,1,0,.35025817,3,41.400002,53.200001,1,0,1,,2,.64542645,2,30.5,64.161972,67.185555,73.066559,64.328133,2.1416347,100,86.97000122070313,81.02999877929688,69.43000030517578,84.61000061035156,89.05000305175781,73.13999938964844,51.47999954223633,91.01000213623047,60.15999984741211,80.84999847412109,60.15999984741211,84.98000335693359,,,,,,,,,,6.400000095367432,61.20000076293945,7.599999904632568,5,4.199999809265137,3.299999952316284,4.400000095367432,5.900000095367432,3.799999952316284,9,3,8,13,6,8.083333,9,3,9,2,,,51,2,8.112451553344727,7.539999961853027,25,.4000000059604645,.6200000047683716,.3799999952316284,.5600000023841858,.4199999868869781,.550000011920929,,.3600000143051147,.3600000143051147,.2700000107288361,.4300000071525574,.5699999928474426,.4699999988079071,.5199999809265137,3,,.71100003,3.511840105056763,2,9,25,0,65.69999694824219,70,70,52.90000152587891,30,0,1,100,100,0,1,1,3,0,1,38,.44444445,46.79999923706055,,77.439301,,,,,,,,,,,,9.617762565612793,20.70000076293945,,,.4555555880069733,3,10947,1011,,,,,0,.0478929281234741,0,56.080002,18,9,6.49177622795105,51.53061103820801,2.9307659,2.889676094055176,5.5999999,3.6849999,4.25,4971190.5,740679872,29.92000007629395,,,,,,,,,,,,,,,,,,,,36,,,.77600002,33.96428680419922,.7313337326049805,.2874069511890411,.3753873705863953,.8353978395462036,.4632207155227661,2.300666809082031,.3233207762241364,.5292592644691467,,,,,1.103000044822693,-.47902119,.010404494,.34612906,-.32822645,100,100,100,.6376426815986633,44.01664352416992,17.9242057800293,22.44890594482422,27400,,7000000,11.87899971008301,19.5,8.307929039001465,11.88484382629395,1.978763341903687,7.217000007629395,79.86441802978516,5.931379795074463,7.615869998931885,100,0,0,100,0,0,2.400000095367432,41.36600112915039,47.79700088500977,36.70000076293945,,18.61300086975098,13.88399982452393,22.04500007629395,40.02099990844727,38.31999969482422,41.25500106811523,13.79797077178955,65,3.453639984130859,11.31770038604736,56.76692962646484,21.5816593170166,21.15599060058594,1.167601227760315,8.687845230102539,.6961283087730408,1.71399998664856,11.69999980926514,18.39999961853027,28.15693473815918,61.42180252075195,19.78021812438965,4524.64453125,10970.4521484375,21.7636547088623,109.7624435424805,86.90164947509766,95.75414276123047,66.40289306640625,29,2.257682323455811,4200,,,1.989036440849304,18.29999923706055,63.25293350219727,42.0728645324707,78.17400360107422,80.2969970703125,76.20899963378906,97.24697113037109,96.13607025146484,98.35260772705078,99.23139953613281,-40000,95.19960021972656,85.90426635742188,,2880703,18.02687454223633,69.43642425537109,12.53670406341553,105.1351470947266,42.56600189208984,57.43399810791016,.2000000029802322,2.900000095367432,3,2.900000095367432,104,10408,59.01100158691406,7.300000190734863,51.70000076293945,,,18.51578903198242,7.755412101745605,71.80101776123047,17.13899993896484,17.07999992370605,17.03700065612793,41.21200180053711,40.14400100708008,39.59799957275391,20.70000076293945,,67.80000305175781,98,4.606650829315186,,,,,,,,,,,,,,,,,,,,,,,,,
12,"Algeria","DZA",615,12,"QoGBasCSJan19",4.3592696,.3393999934196472,.4426619112491608,.009128499776125,1,6,56.668999,143,749.5800170898438,2,,,,,5,5,,3,7,7,5,4.800000190734863,5,7,7,5,6,4,5.428571224212646,7,3,4.5,4.5,4,4.25,3,5,5,4,7,4,6,.2339999973773956,2,2,1,2,98,1,,,,,,,,,,,,,,,,,,,,,,,,,,,12,0,3,1,0,.41131705,3,17.35,27.810001,0,1,1,,0,.75999761,5,6.2199998,31.261728,53.182339,81.209198,47.076115,2.4487553,100,81.70999908447266,76.26999664306641,88.76999664306641,67.66000366210938,72.38999938964844,71.94000244140625,59.47000122070313,43.59999847412109,82.48999786376953,100,82.48999786376953,63.04000091552734,,,,,,,,,,5.099999904632568,78.30000305175781,5.400000095367432,6.800000190734863,5.5,6.5,7.699999809265137,7.800000190734863,6.300000190734863,5,5,4,7,3,4.25,7,6,5,3,,,62,3,4.008431911468506,4.849999904632568,.119999997317791,.239999994635582,,.3700000047683716,.2800000011920929,.3899999856948853,.3899999856948853,.5099999904632568,.3100000023841858,.25,.1700000017881393,.4000000059604645,.5,,,3,3,.69800001,,,,,0,48.90000152587891,30,25,50.5,30,6,3,1,4,1,1,1,3,0,1,19,.44444445,37.09999847412109,49.40000152587891,77.26963,38.200001,68.400002,53.299999,70.199997,80.699997,62.599998,75.599998,44.299999,39.099998,48.099998,61.599998,4.638485431671143,31.60000038146973,6.900000095367432,,.3111110925674438,2,13024,,0,1,1,0,23.27713584899902,.7522284984588623,0,51.139999,11,2,3.990384578704834,44.13265228271484,2.1862023,38.93433380126953,,2.4820001,2.4666667,12384945152,51288494080,41.68999862670898,,,,,,,,,,,,,,,,,,,,36,,,.74900001,5.389050006866455,.6232316493988037,.2659493088722229,.2828576862812042,.7741844654083252,.1746144741773605,2.550640106201172,.1341936439275742,.3599070608615875,,,,,4.282000064849854,-.66287959,-.50032336,-1.0901598,-.86852002,99.33670806884766,98.68768310546875,99.60533142089844,2.688424348831177,52.72491836547852,.0422738716006279,3.133045673370361,2381740,0,883000000,23.89999961853027,,5.691650390625,.5791100263595581,3.71740984916687,4.77299976348877,,.9847599864006042,,.3226838111877441,0,98.35751342773438,.2107619345188141,0,1.319805860519409,3.242000102996826,13.07499980926514,9.753999710083008,13.76200008392334,7.500763893127441,47.59500122070313,55.80500030517578,45.89699935913086,39.33000183105469,34.41500091552734,40.34600067138672,-177.1243591308594,166,,,,,,6.274209976196289,-.2431944012641907,.0575962215662003,2.83899998664856,,,.8212483525276184,99.97792053222656,11.58603286743164,4759.59521484375,13724.7236328125,35.66027069091797,115.7185211181641,,,36.81850051879883,,1.359366059303284,19000,2800,2500,.6110720038414001,,38.20000076293945,18.26457214355469,75.86000061035156,77.10299682617188,74.66699981689453,,,,,-50002,97.50817108154297,,,39871528,28.65301513671875,65.47720336914063,5.869785308837891,16.74050331115723,29.15200042724609,70.84799957275391,,,,,94182,3490,30.97100067138672,.800000011920929,30.20000076293945,,,,8.19530200958252,59.7328987121582,16.7140007019043,11.19999980926514,9.968000411987305,45.55899810791016,29.89800071716309,26.8120002746582,31.60000038146973,.1972372680902481,65.30000305175781,87,5.340853691101074,2.7573073,3.0847456,2.257971,2.2980952,2.4784644,2.115016,1.9791231,2.6745822,1.8700508,2.1863637,2.4049733,8.1176996,5.7878227,1,2.9444444,3.8818107,1.9764936,1.8367347,3.4462416,2.1836517,1.8418849,3.7106164,5.9881253,3.8055789,.17928633
20,"Andorra","AND",232,20,"QoGBasCSJan19",,.7139459848403931,.684785008430481,.2325685024261475,1,2,19.996677,14,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0099999997764826,2,2,1,1,98,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.492104,66.880737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,12,16,12,10,15,1,15,1,,,13,1,,,,,,,,,,,,,,,,,,,,.829,3.539283990859985,3,12,9,,,,,,,0,5,,,,,,,,,,,65.59999847412109,,82.524269,,,,,,,,,,,,,50,,,.4699999988079071,2,,,,,,,0,.1341765969991684,0,,,,,,,,,,,,,19.8700008392334,,,,,,,,,,,,,,,,,,,,,,,.85399997,8.561864852905273,,,,,,,,,,,,,,1.2184889,1.7874973,1.3912883,1.5760034,100,100,100,,,,1.723404288291931,470,,,8.800000190734863,,39.34421920776367,,5.832170009613037,4.300000190734863,,1.801149964332581,2.84414005279541,86.11669921875,,,,,,,,,,,,,,,,,,,3.253679990768433,10.17951965332031,22.07571029663086,24.91345024108887,5.474810123443604,,,,,,,34.04255294799805,,.4701946973800659,41765.921875,,9.783363342285156,,,,,,0,,,,59.71364974975586,,96.91000366210938,,,,,100,100,100,100,,,,,78014,,,,165.9872283935547,11.65499973297119,88.34500122070313,,,,,,5,,29,38.20000076293945,,,,49.79875564575195,,,,,,,,39.29999923706055,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,
24,"Angola","AGO",540,24,"QoGBasCSJan19",5.6347895,.7867199778556824,.7870191931724548,.6276435256004333,1,8,70.708832,154,656.1099853515625,0,,,,,3,2,,3,4,6.5,4,4.25,4,6,6,3,4,3,4.071428775787354,8,3,3,4,5,3,3,2,2,3,3,3,3.5,.0099999997764826,2,1,1,1,96,2,,,,,,,,,,,,,,,,,,,,,,,,,,,16,0,1,1,1,0,3,71.849998,71.849998,0,0,1,,0,.34615606,0,18.67,41.601959,41.751495,50.379738,32.768211,1.5588734,64.86000061035156,64.04000091552734,54.95000076293945,79.66000366210938,47.75,37.43999862670898,50.83000183105469,50.40999984741211,,0,100,0,4.118000030517578,,,,,,,,,,5.599999904632568,90.5,6.300000190734863,7.5,9.199999809265137,7.300000190734863,6.199999809265137,8.800000190734863,9.600000381469727,3,6,3,5,1,2.8333333,3,6,3,3,40,2,71,3,5.143998146057129,5.400000095367432,,,,,,,,,,,,,,,,3,3,.47099999,,,,,0,47.90000152587891,40,40,43.20000076293945,15,7,4,1,4,1,1,1,3,0,1,26,.31944445,76.09999847412109,,63.979324,22.200001,35.400002,39.700001,46.700001,61.799999,24.799999,87.199997,36,38.900002,45.5,42.799999,3.002124547958374,36.79999923706055,,,.1366667002439499,2,8631,,1,1,1,,.4252286553382874,.4283643662929535,44.34624481201172,53.57,18,-2,,44.8979606628418,1.4455979,24.22752380371094,,,,130493752,62904848384,39.88999938964844,,,,,,,,,,,,,,,,,,,,15,,,.57200003,6.227712154388428,.8737971782684326,.1331358700990677,.088516891002655,.7234538197517395,.1265490502119064,1.294875025749207,.0809370428323746,.2208305597305298,,,,,0,-1.3947535,-1.0000916,-.50089777,-1.081934,42,7,64,1.020541906356812,97.57620239257813,2.95463490486145,3.930376291275024,1246700,,47000000,42.32099914550781,,.5512377023696899,,1.291328310966492,8.682999610900879,,,,53.1749267578125,0,0,53.1749267578125,0,46.8250732421875,3.967999935150146,48.89599990844727,55.99300003051758,41.82899856567383,,8.927000045776367,1.253999948501587,16.56900024414063,42.17699813842773,42.75299835205078,41.60300064086914,-540.9974975585938,175,,,,,,3.133749723434448,9.045076370239258,1.01996111869812,5.765999794006348,,,46.40731430053711,48.2795524597168,,3729.003662109375,6227.66455078125,,,,,8.504819869995117,,4.849349498748779,5600,,,.4270046651363373,,12.39999961853027,50.07869338989258,61.24100112915039,64.09400177001953,58.42300033569336,66.03011322021484,53.40721130371094,79.97415161132813,77.43112945556641,0,,,,27859304,47.08030319213867,50.61338424682617,2.306313753128052,22.34643936157227,36.55400085449219,63.44599914550781,,,,,15555,11869,71.08699798583984,,,2.5,2.5,12.45711994171143,1.022728323936462,70.32683563232422,7.61899995803833,7.281000137329102,6.942999839782715,16.78800010681152,16.90500068664551,17.02599906921387,36.79999923706055,,55.29999923706055,39,3.794837951660156,,,,,,,,,,,,,,,,,,,,,,,,,
28,"Antigua and Barbuda","ATG",58,28,"QoGBasCSJan19",,.1642560064792633,.1063280999660492,.6839913129806519,1,3,26.751696,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.0099999997764826,2,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.855232,56.381268,35.673977,70.613518,4.1844735,90.56999969482422,85.12999725341797,88.62000274658203,93.47000122070313,85.55999755859375,86.83999633789063,64.75,75.62999725341797,,11.36999988555908,100,11.36999988555908,92.26000213623047,,,,,,,,,,5.5,56.20000076293945,7,4.599999904632568,4,2.799999952316284,5.400000095367432,5.599999904632568,4.699999809265137,9,2,12,14,8,8.5957489,13,2,13,1,,,35,2,,,,,,,,,,,,,,,,,,,,.77200001,2.02167010307312,1,1,1,,,,,,,5,10,100,100,,,,,,,,,90.30000305175781,,77.286636,,,,,,,,,,,,,11.10000038146973,41.20000076293945,,,,,,,,,,0,.0013240231201053,100,77.029999,,,,,,.0908999964594841,,,,,,20.80999946594238,,,,,,,,,,,,,,,,,,,,,,,.77499998,20.57048034667969,,,,,,,,,,,,,,.68962735,.22759423,1.0047245,.58989429,96.8262939453125,95.83648681640625,100,,45.22636413574219,,9.090909004211426,440,,,16.36700057983398,,10.00770568847656,3.556607961654663,5.37764835357666,5.794000148773193,82.61465454101563,51.57289123535156,18.40209007263184,0,,,,,,,,,,,,,,,,,,107,,,,,,,7.053293704986572,.045925959944725,2.062999963760376,,,22.27272796630859,,1.674554109573364,12771.767578125,20154.947265625,16.11855697631836,87.61084747314453,86.35653686523438,93.61405181884766,21.98502922058105,,10.33303356170654,1400,,,30.58550643920898,,70,,76.20700073242188,78.58999633789063,73.68099975585938,,,,,-56,78.57763671875,74.38641357421875,,99923,24.55891036987305,68.85801696777344,6.58306884765625,227.0977325439453,75,25,,,,,15,56,,,,,,16.54203224182129,20.01541137695313,93.24069976806641,,,,,,,11.10000038146973,,66.90000152587891,88,,,,,,,,,,,,,,,,,,,,,,,,,,
31,"Azerbaijan","AZE",373,31,"QoGBasCSJan19",,.2046719938516617,.2053918987512589,.489894688129425,1,14,51.042671,97,791.0999755859375,0,,,,,3,2,,2,4,7,3,3.483333349227905,6,6,6,3,3,3,5.392857074737549,5,2,2.75,5,2,3,2,5,5,2,6,4.5,6,1,2,2,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,1,1,,.054033484,0,,0,1,0,0,,0,.688164,,,60.069725,59.288193,64.494499,53.300369,2.169585,100,82.48000335693359,82.54000091552734,79.26000213623047,90.56999969482422,77.79000091552734,83.68000030517578,75.87999725341797,97.94000244140625,69.16000366210938,92.37000274658203,69.16000366210938,65.23999786376953,,,,,,,,,,6.599999904632568,76.30000305175781,4,8.600000381469727,5.099999904632568,7.900000095367432,6.400000095367432,8.899999618530273,5.599999904632568,1,6,1,3,1,1.1666666,5,7,2,3,57,2,89,3,7.103099346160889,6.380000114440918,15,.25,.4300000071525574,.1000000014901161,.1599999964237213,.1400000005960464,.119999997317791,,.0900000035762787,.2099999934434891,.0799999982118607,.1800000071525574,.3300000131130219,.3799999952316284,.3799999952316284,3,3,.704,,,,,0,61,50,55,79.09999847412109,20,0,1,1,4,0,1,1,2,0,1,51,.3611111,55.5,71.59999847412109,71.71312,,,,,,,,,,,,8.411834716796875,15.60000038146973,,,,,16045,,,,,,0,.5836595296859741,0,,20,-7,2.52142858505249,37.7976188659668,,9.629778861999512,4.5238094,3.3203809,3.3571429,3183736832,30553513984,57.88999938964844,,,,,,,,,,,,,,,,,,,,29,,,.75800002,6.03725004196167,.9630030989646912,.0618471801280975,.1268560141324997,.604111909866333,.0626387223601341,.4769107103347778,.0650716796517372,.1943704634904861,,,,,.3459999859333038,-.92996246,-.25728205,-.72956556,-.67369372,100,100,100,1.681571364402771,40.15141677856445,.783595860004425,23.44095993041992,82663,,340000000,17.20000076293945,15.89999961853027,19.75003051757813,.7451943159103394,3.931560516357422,5.699999809265137,,.5710200071334839,,7.039857387542725,0,86.08230590820313,6.630751609802246,0,6.509235382080078,12.3459997177124,36.35599899291992,42.06100082397461,30.97200012207031,,14.06400012969971,5.869999885559082,21.79500007629395,49.58000183105469,52.06900024414063,47.23199844360352,-310.3847045898438,57,2.951679944992065,7.631460189819336,,55.66632843017578,12.81608963012695,5.467691898345947,7.626336097717285,6.046945095062256,1.940000057220459,2.400000095367432,12.5,13.78367614746094,98.36598968505859,6.199999809265137,6117.03076171875,16698.86328125,45,106.6014862060547,23.87578964233398,,25.48320007324219,,2.141251802444458,36000,,564000,2.709061622619629,6.599999904632568,77,49.02199935913086,71.92099761962891,74.92400360107422,68.91300201416016,99.78806304931641,99.71714019775391,99.86263275146484,99.94277954101563,0,94.14264678955078,,,9649341,22.91048240661621,71.35140228271484,5.738111972808838,116.7310791015625,45.2859992980957,54.7140007019043,,,,,1278,9710,67.8489990234375,.300000011920929,43.5,,,15.60316276550293,18.67460250854492,72.60150909423828,5.867000102996826,4.960000038146973,4.087999820709229,15.5939998626709,13.3120002746582,11.29300022125244,16.89999961853027,,64.59999847412109,89,5.146774768829346,,,,,,,,,,,,,,,,,,,,,,,,,
